ID,类型,SKU,名称,已发布,是推荐产品？,在列表页可见,简短描述,描述,促销开始日期,促销截止日期,税状态,税类,有货？,库存,库存不足,允许缺货下单？,单独出售？,重量(公斤),长度(厘米),"宽度 (厘米)","高度 (厘米)",允许客户评价？,购物备注,促销价格,常规售价,分类,标签,运费类,图片,下载限制,下载的过期天数,父级,分组产品,交叉销售,交叉销售,外部链接,按钮文本,位置,Components,"属性 1 名称","属性 1 值","属性 1 可见","属性 1 的全局",元数据：rwpp_sortorder_15,元数据：_last_editor_used_jetpack,元数据：_pys_super_pack_cpt_url,元数据：_pys_super_pack_cpt_condition,元数据：_pys_super_pack_cpt_cart,元数据：commercekit_gallery_layout,元数据：commercekit_disable_countdown,元数据：commercekit_disable_inventory,元数据：commercekit_disable_sticky_atc,元数据：send_coupons_on_renewals,元数据：woobt_checked_all,元数据：woobt_separately,元数据：woobt_selection,元数据：woobt_custom_qty,元数据：woobt_sync_qty,元数据：woobt_limit_each_min_default,元数据：woobt_limit_each_min,元数据：woobt_limit_each_max,元数据：woobt_layout,元数据：woobt_position,元数据：woobt_atc_button,元数据：woobt_show_this_item,元数据：ure_prohibit_allow_flag,元数据：ure_content_view_whom,元数据：ure_content_for_roles,元数据：ure_post_access_error_action,元数据：shoptimizer_layout_pdp_short_description_position,元数据：rwpp_sortorder_2195
21789,variable,,"Camping Three Pieces Set, The Best Gift For Mother'S Day",1,0,visible,,"<strong style=""font-size: revert; color: initial;""><img src=""https://i0.wp.com/cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/c56c1e0f4884b3f83ca1722626aa0bf41.png?w=1024&amp;ssl=1""></strong>\n\n<strong style=""font-size: revert; color: initial;"">TIPS:&nbsp;</strong><span style=""font-size: revert; color: initial;"">Our goods are authentic, with genuine patents, counterfeit must be investigated! Customers, please identify our products!</span>\n<ul class=""default"">\n 	<li class=""default"">😊 You can return items for a refund or exchange within&nbsp;60 days.</li>\n 	<li class=""default"">🚢&nbsp;Shipping&nbsp;&gt;&gt;&nbsp;Worldwide&nbsp;Express&nbsp;Shipping&nbsp;Available.</li>\n 	<li class=""default"">🚚 Ship Within 48 Hours After Payment!</li>\n 	<li class=""default"">📦 Limited Stock At This Price.</li>\n 	<li class=""default"">👨&nbsp;9000+ Happy Customers.</li>\n 	<li class=""default"">💳&nbsp;Fast refund&nbsp;&gt;&gt;&nbsp;100%&nbsp;guaranteed&nbsp;refund.</li>\n</ul>\n<img src=""https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/220c1c52c5582ae3a63480e47bd6fda8_540.png"">\n<div>\n<div style=""font-size: 1.4em;"">\n<div data-ssr-plugin-detail-description="""">\n<div data-node=""shadow-content"">\n\n<strong>👉Limited availability: while supplies last.</strong>\n\n</div>\n</div>\n</div>\n<div style=""font-size: 1.4em;"">\n<div data-ssr-plugin-detail-description="""">\n\n<strong>These products are back stock from distributors in our warehouse that have now reached their contract period and the products have not been disposed of in a timely manner. Our warehouse has the right to sell this stock at a low price to reduce our losses.</strong>\n\n<strong>Ships from California warehouse, 🌎Warehouse Address: 2100 E 49th St, Vernon, CA 90058</strong>\n\n<strong>Orders are processed for shipment within 24 hours of completion. Local shipping time in the US is approximately 3-7 days. Approximately 5-8 days for European countries.</strong>\n\n<img src=""https://img.staticdj.com/571d863e9b637362e2d6aa0ed01515e3_720.jpeg""><img src=""https://img.staticdj.com/777f245753b486d418deda67f089652c_720.jpeg"">\n\nNote: We have sold 3762 pieces since we started the sale. Now we are down to the last 238 pieces.Want to buy as soon as possible!\n\n</div>\n</div>\n</div>\n<h1>👏<strong>Last day for only $26.99</strong>👏</h1>\n<ul class=""default"">\n 	<li class=""default""><strong>🔥</strong><strong>Limited Time Special</strong>\n\n<hr>\n\n</li>\n 	<li class=""default""><strong>⭐</strong><strong>Click on ""BUY NOW"" to get yours now!</strong>\n\n<hr>\n\n</li>\n 	<li class=""default""><strong>💥</strong><strong>The quantity is limited. After 100 units are sold, we will restore the original price to $259.99!</strong></li>\n</ul>\n<div id=""eeboxMoreInfo"">\n\n<strong>The Generator is an easy-to-use solar generator that is safe to use in your home. It can power your favorite appliances during dangerous power outages and</strong>&nbsp;<strong>recharge them in the SUN OR AC POWER.&nbsp;</strong>\n<div>\n<div>\n<ul class=""default"">\n 	<li class=""default"">\n<h2>🔋【Expandable LiFePO4 Power Station】</h2>\n</li>\n</ul>\nALLPOWERS R4000 features LiFePO4 batteries, maximum battery capacity is higher than 80% after 3500 cycles of charging and 50% after 6500 cycles. Home battery can expand capacity from 3600Wh-21600Wh with extra 5pcs ALLPOWERS smart generators, ideal for emergency home backup when power outage.\n<ul class=""default"">\n 	<li class=""default"">\n<h2>🔋【Huge 3600W for All】</h2>\n</li>\n</ul>\n12 different output ports can meet all your needs simultaneously. 30A AC Outlet design for RV travel, 4 AC ports with a wattage of up to 3600W (Peak 6000W) for almost all home appliances, 2 USB-C charging ports, 4 USB-A ports, and 1 car outlets for small devices. No more anxiety about electricity.\n<ul class=""default"">\n 	<li class=""default"">\n<h2>🔋【1 Hour to Fully Charged】</h2>\n</li>\n</ul>\nWith proprietary AP-POWER technology, ALLPOWERS R4000 can be charged from 0 to 100% in just 1 hour by EV station charging &amp; solar or wall outlets &amp; solar together, faster than any other solar generator. It can be charged wherever with 5 alternative charging ways and 3 charging mode.\n<ul class=""default"">\n 	<li class=""default"">\n<h2>🔋【Unique Voice Control, Smart APP Control】</h2>\n</li>\n</ul>\nThe world's first voice control system makes the operation more intelligent. Easily realized by connecting to ALLPOWERS APP through WIFI Power Monitoring/Function Setting/Remote Control/System Upgrade.\n<ul class=""default"">\n 	<li class=""default"">\n<h2>🔋【UPS Function and Eco Mode】</h2>\n</li>\n</ul>\nALLPOWERS R4000 equipped with Uninterruptible Power Supply (UPS) function. When wall outlet is interrupted, UPS will supply 110V AC power to the load in less than 15ms, protecting devices from damage. Eco mode can stop the internal power consumption, so R4000 can retain power for a longer time without frequent charging.\n\n</div>\n<div><img src=""https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/PortableEnergyPowerBatterySolarStorageSupply1500W1280WhOutdoorBackupBatteryForCampingRvVan.jpg""><img src=""https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/ZoomedImage.jpg?v=1683604310"" alt=""""></div>\n<div>\n<div class=""kzv0b81yc_6101"" data-hb-id=""Box"">\n<div class=""ProductOverviewInformation-description"">\n<div class=""RomanceCopy"">\n<div class=""RomanceCopy-text"">Our Zero Gravity Chair supports up to 440 lbs. The steel pipe is thickened, so that the chair does not shake or collapse, and the bearing capacity is greater and safer. Upgrading the fabric to make sleep more comfortable.</div>\n</div>\n</div>\n</div>\n<div class=""kzv0b81yc_6101"" data-hb-id=""Box"">\n<div>\n<h4 class=""kzv0b81bu_6101 kzv0b81yc_6101 _1yimfeh6_6101 undefined _1yimfeh9_6101"" data-hb-id=""Heading"">Features</h4>\n<ul class=""BulletList BulletList--withPadding"">\n 	<li class=""BulletList-listItem"">Adjustable Design: This outdoor recliner can be adjusted from 90º to 170º effortlessly for your preference. Simply push the clip to unlock the position, and pull the clip back to secure it at your desired position.</li>\n 	<li class=""BulletList-listItem"">Portable &amp; Easy To Use: This folding lawn chair can be folded and unfolded in seconds. The camping lounge chairs are easy to transport and store, and you can easily carry them by car. Suitable for terraces, lawns, gardens, yards, balconies, poolsides, and beaches.</li>\n 	<li class=""BulletList-listItem"">Removable Soft Cushion: The soft cushion adds extra comfort. but can also be removed for breathability in the summertime. Additionally, a lounge chair is very easy to install and can be easily folded, for easier storage and handling.</li>\n 	<li class=""BulletList-listItem"">Multipurpose Use: Whether you want to relax by reading a book or taking a quick break, this comfortable chair is the ideal solution. It can be used for indoor and outdoor activities, such as family gatherings, barbecues, beach days, or in the office.</li>\n</ul>\n</div>\n</div>\n</div>\n<div><img src=""https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/ZeroGravityChairLawnReclinerRecliningPatioLoungerChair.jpg""></div>\n<div></div>\n<div></div>\n<div></div>\n<div></div>\n<div>\n<div class=""WaymoreBlock-media"">\n<div class=""ImageComponent""><img class=""ImageComponent-image"" src=""https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/default_name.jpg"" alt="""" data-codeception-id=""ImageComponent""></div>\n</div>\n<div class=""WaymoreBlock-captionWrap"">\n<div class=""WaymoreBlock-caption"">\n<p class=""WaymoreBlock-description WaymoreBlock-description--blackColored"">Even out in nature, an upgrade feels good. Uplift your spirits with a lift off the ground, and avoid mud if it rains, bugs that can get in, sticks and rocks that cause pain the next morning, and other inconveniences. Store items underneath to save space and protect them in case it rains. This comfortable air mattress accommodates two people, providing two mesh windows, one on each side, for a cool breeze throughout the night. Outsunny brings you the full package for a bed in the woods.</p>\n<p class=""WaymoreBlock-description WaymoreBlock-description--blackColored""></p>\n\n<div class=""kzv0b81yc_6101"" data-hb-id=""Box"">\n<div class=""ProductOverviewInformation-description"">\n<div class=""RomanceCopy"">\n<div class=""RomanceCopy-text"">Get a relaxing night’s sleep and wake up re-energized for adventure with this camping cot and mattress. Everything you need for a cozy night's sleep outdoors is right here with a zippered waterproof tent, a surface elevated from the mud, and an inflatable bed, all mixed together in one convenient package. Stay warm and dry by laying on a lofted platform that keeps you off the cold, hard ground. Setup is simple, so you spend more time having fun and less time getting ready. When you’re finished with your trip, the product lets you store everything away until your next adventure.</div>\n<div class=""RomanceCopy-text""></div>\n</div>\n</div>\n</div>\n<div class=""kzv0b81yc_6101"" data-hb-id=""Box"">\n<h4 class=""kzv0b81bu_6101 kzv0b81yc_6101 _1yimfeh6_6101 undefined _1yimfeh9_6101"" data-hb-id=""Heading"">Features</h4>\n<ul class=""BulletList BulletList--withPadding"">\n 	<li class=""BulletList-listItem"">Water-resistant nylon provides protection from UV rays and insects</li>\n 	<li class=""BulletList-listItem"">Portability: This easily folding cot is made for efficient travel, featuring a carry bag on wheels to save your back the extra strain. The bag size is about 5’ x 2’ x 2’, and everything can be put in it.</li>\n 	<li class=""BulletList-listItem"">Air Mattress: The air mattress accommodates two people and includes a pump</li>\n 	<li class=""BulletList-listItem"">Tent: The waterproof nylon protects against UV rays and insects. A mesh window ensures ventilation in the heat.</li>\n 	<li class=""BulletList-listItem"">Weight Capacity: 352 lbs</li>\n</ul>\n<img src=""https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/Deluxe4-in-1CompactFoldingShelterTentwithSleepingBagAirMattressPillow.jpg""><img src=""https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/Deluxe4-in-1CompactFoldingShelterTentwithSleepingBagAirMattressPillow-1.jpg""><img src=""https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/Deluxe4-in-1CompactFoldingShelterTentwithSleepingBagAirMattressPillow-2.jpg""><img src=""https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/Deluxe4-in-1CompactFoldingShelterTentwithSleepingBagAirMattressPillow-3.jpg""><img src=""https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/Deluxe4-in-1CompactFoldingShelterTentwithSleepingBagAirMattressPillow-4.jpg""><img src=""https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/Deluxe4-in-1CompactFoldingShelterTentwithSleepingBagAirMattressPillow-5.jpg"">\n<div align=""center"">\n\n<strong>OUR GUARANTEE</strong>\n\n<strong>We strive to provide each customer with the highest standard of customer service to ensure you have a pleasant shopping experience. If you have any issues, inquiries or need assistance, please feel free to contact us directly.</strong>\n\n<strong><img src=""https://img.staticdj.com/9632e4444693b18da2796de561c920e0_540_540.jpeg""></strong>\n\n<strong><img src=""https://img.staticdj.com/e09f4ce810d9106aee306465ecb36ca2_540.png""></strong>\n\n</div>\n<div>\n<div>\n\n<strong><img src=""https://static.wixstatic.com/media/be7cda_2adea5463275436d88e036d15173dd35~mv2.gif""></strong>\n\n<strong>OUR GUARANTEE</strong>\n\n📦&nbsp;<strong><em>Insured Worldwide Shipping:</em>&nbsp;</strong>Each order includes real-time tracking details and insurance coverage in the unlikely event that a package gets lost or stolen in transit.\n\n💰&nbsp;<strong><em>Money Back Guarantee:</em>&nbsp;</strong>If your items arrive damaged or becomes defective within 30 days of&nbsp;<em>normal&nbsp;</em>usage, we will gladly issue out a replacement or refund.\n\n🔒&nbsp;<strong><em>Safe &amp; Secure Checkouts:</em>&nbsp;</strong>We use state-of-the-art SSL Secure encryption to keep your personal and financial information 100% protected.\n\n<strong>SHIPPING</strong>\n<div>United States: 7 to 20 business days（ Ship from California）\nCanada: 7 to 20 business days（ Ship from Ottawa）\nUnited Kingdom:7 to 20 business days（ Ship from London）\nEurope: 7 to 20 business days（ Ship from United Kingdom）\nAustralia: 7 to 20 business days（ Ship from &nbsp;Canberra）\n<img src=""https://img.staticdj.com/cba496c44fa8df9775ec6e02f5d464d7.gif"" alt="""" width=""480"" height=""298"" data-sizes=""auto"" data-src=""https://img.staticdj.com/cba496c44fa8df9775ec6e02f5d464d7.gif"" data-aspect-ratio=""0.62""></div>\n</div>\n</div>\n</div>\n</div>\n</div>\n</div>\n</div>\n</div>",,,taxable,,1,999996,,1,0,,,,,1,,,,"All, diyonly",,,"https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/Compact_Pop_Up_Portable_Folding_Outdoor_Cot_6.jpg, https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/Compact_Pop_Up_Portable_Folding_Outdoor_Cot_1.jpg, https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/Compact_Pop_Up_Portable_Folding_Outdoor_Cot_5.jpg, https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/Compact_Pop_Up_Portable_Folding_Outdoor_Cot_4.jpg, https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/Compact_Pop_Up_Portable_Folding_Outdoor_Cot_3.jpg, https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/Compact_Pop_Up_Portable_Folding_Outdoor_Cot_2.jpg, https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/ZoomedImage.jpg, https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/2342342342342.jpg, https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/1231231231.jpg, https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/12312123423.jpg",,,,,,,,,0,"s:0:"""";",Style,"Folding Tent, Folding Tent + Lawn Recliner, Folding Tent + Power Battery Solar Storage, Folding Tent + Lawn Recliner + Power Battery Solar Storage",0,0,0,block-editor,,only,hidden,,0,0,0,no,off,off,multiple,off,off,off,,,unset,unset,unset,unset,2,3,,2,default,0
21792,variation,,"Camping Three Pieces Set, The Best Gift For Mother'S Day - Folding Tent + Power Battery Solar Storage",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,38.59,,,,https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/2342342342342.jpg,,,id:21789,,,,,,0,"s:0:"""";",Style,"Folding Tent + Power Battery Solar Storage",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21793,variation,,"Camping Three Pieces Set, The Best Gift For Mother'S Day - Folding Tent + Lawn Recliner + Power Battery Solar Storage",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/12312123423.jpg,,,id:21789,,,,,,0,"s:0:"""";",Style,"Folding Tent + Lawn Recliner + Power Battery Solar Storage",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21790,variation,,"Camping Three Pieces Set, The Best Gift For Mother'S Day - Folding Tent",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26.99,,,,https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/Compact_Pop_Up_Portable_Folding_Outdoor_Cot_6.jpg,,,id:21789,,,,,,0,"s:0:"""";",Style,"Folding Tent",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21791,variation,,"Camping Three Pieces Set, The Best Gift For Mother'S Day - Folding Tent + Lawn Recliner",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34.59,,,,https://cdn.jsdelivr.net/gh/spten/img/wp-content/uploads/pic/1231231231.jpg,,,id:21789,,,,,,0,"s:0:"""";",Style,"Folding Tent + Lawn Recliner",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
